Austria,Italy,Portugal,Greece,Taiwan*,Indonesia,India,Mexico,Thailand,Iran
431,3126,3261,1558,18,44721,38164,4438,11397,22184
336,2070,1855,1834,21,34257,30093,5307,11784,25441
265,3555,2706,4327,24,38325,42015,13853,11305,27444
336,4254,4376,2968,25,33772,41383,15198,13002,27379
363,5056,3622,2601,33,49509,35342,16244,13655,20313
419,5142,3794,2852,24,49071,39097,0,14575,21814
421,5138,3396,2472,23,45416,39742,32244,14260,18632
342,4742,2625,1553,13,38679,39361,6535,15335,27146
325,3115,1610,2056,11,28228,29689,5920,15376,31814
316,4516,2316,4170,17,45203,43654,17408,14150,34951
365,5693,3452,2870,20,47791,43509,19028,16533,33817
547,6167,3009,2694,18,43479,44230,19223,17669,34433
506,6613,2595,2843,25,41168,41649,19346,17345,24715
531,6509,2590,2752,12,37284,41831,18809,18912,19846
544,5320,2306,1603,14,30738,40134,6740,18027,32511
420,3185,1190,2154,14,22404,30549,6506,17970,37189
346,4841,2076,3969,19,33900,42625,18911,18901,39019
402,6590,3203,2855,21,35867,42982,20685,20200,39357
595,7224,2581,2787,11,35764,44643,21569,20920,38674
497,6599,2377,2924,12,39532,38628,21563,21379,34913
601,6897,2621,2746,10,31753,39070,20018,21838,26439
571,5733,1982,1850,7,26415,35499,7573,19983,39619
563,4200,1094,2593,8,20709,28204,6513,19603,40808
436,5624,2232,4614,8,32081,38353,19555,19843,39139
618,6921,2948,3472,16,30625,41195,22711,21038,42541
874,7267,2708,3603,6,24709,40120,24975,22782,39049
859,7398,2598,3493,16,30788,38667,22758,23418,39119
968,7181,2571,3270,7,28598,36083,23642,22086,29700
951,5661,2217,1888,9,20813,32937,0,21882,36736
833,3669,1135,2212,10,17384,25166,16467,21157,41194
797,5268,2118,4412,18,20741,35178,14814,20128,50228
875,7159,2983,3437,11,15768,36401,28953,20515,39174
1214,7240,2554,3273,6,22053,36571,23169,20902,31266
1291,7220,2507,3596,9,20004,34457,21734,19851,28833
1313,7466,2676,3184,10,16744,30948,20307,20571,24179
1286,5922,2112,1947,10,12408,25072,7658,19014,36419
1106,4166,1126,2626,6,9604,25467,6543,17491,38657
983,6078,2261,5000,6,19106,37593,18262,17165,40623
1155,7539,3062,3265,1,18671,46164,21250,18417,39983
1618,7215,2552,3528,8,16899,44658,20633,18501,36758
1453,7823,2370,3067,7,12618,46759,19556,18702,36279
1404,6858,2374,3062,6,10050,45083,17546,17984,26034
1375,5954,1782,1581,23,7427,42909,6837,16536,31516
1346,4253,1072,2343,8,5436,30941,5564,15972,33780
1083,5492,1908,4306,4,10534,41965,11146,14666,31319
1280,6496,1565,2868,6,10337,47092,17337,14802,33170
1852,6754,2830,2836,5,0,45352,18138,14956,30279
1557,6729,1822,2715,6,16752,42618,17409,14653,27621
1692,6156,1713,2284,1,6727,42766,15586,15942,20404
1932,5314,1190,1284,6,5403,38948,7504,15452,25870
1576,3347,663,1765,16,4413,31222,5127,13988,27579
1391,4715,1231,3442,12,7201,37875,15784,13821,27138
1801,5921,1778,2198,9,6731,43263,15876,14176,26854
2300,5518,1408,2163,6,5990,34973,14828,16031,26821
2169,5617,1323,2129,7,5376,33376,0,14403,21114
2339,5191,1223,2190,5,5001,28591,26744,15191,16654
2246,4664,911,1319,14,3779,27254,5139,14029,20219
1837,2792,458,1608,5,2577,25404,4161,12583,22541
1390,4009,1058,3590,5,4128,27176,12929,11786,22329
1848,4826,1247,2406,5,3948,30570,13217,13798,19731
2600,5115,1062,2322,12,3145,34403,7040,13897,18021
2318,4544,1023,2231,8,3835,35662,3754,14555,17605
2212,4576,939,2184,6,3385,30773,0,14109,12847
2028,3836,677,1286,12,2234,30256,16694,13576,15975
1429,2405,272,2124,6,1932,26115,3367,12709,17397
1339,3374,780,3688,5,3263,26964,12521,10919,17564
1378,3963,891,2325,7,2720,31923,11603,11252,17433
2109,4053,885,2101,9,2881,31382,11808,13256,16362
1839,3790,757,2033,8,2557,29616,10139,12697,15294
1817,3519,713,1814,5,2137,28326,0,11975,10843
1829,3099,599,1100,8,1760,26041,13685,12353,13792
1386,1773,230,2122,9,1390,18795,3007,10288,14470
1385,2962,600,3287,7,2057,18870,9792,9489,11701
1589,3212,755,2157,11,1954,23529,9796,10414,13271
2614,4094,749,2232,7,1690,26727,8828,11645,14078
1925,3403,696,2601,11,1624,24354,7388,11754,14525
1739,3309,690,1798,10,1414,22842,7369,11376,10135
1808,2967,449,1142,6,1142,20799,0,10828,12428
1558,1612,193,2125,5,922,18346,5262,9930,14607
1372,2463,730,3084,7,1404,18833,0,9869,13226
1458,3232,500,2294,5,1484,22431,7682,9866,10497
2680,2933,731,2229,4,1393,21257,15310,11200,11625
2038,3017,841,2277,12,1384,19740,7158,11140,9897
1854,2747,704,2162,4,1167,18166,0,10630,7654
1877,2278,499,1320,7,894,18132,8843,10817,11256
1584,1516,327,2358,11,620,14313,2007,10035,13504
1299,2486,719,3237,4,1261,15823,7187,9445,13391
1596,2769,828,2312,4,1233,18987,6320,10064,12298
2721,2666,777,2572,8,1053,16862,5825,11276,11964
2115,2729,766,2618,4,915,15981,5286,10486,11857
2394,2982,612,2301,11,997,14146,5203,10648,7515
2382,2435,465,1689,1,747,13596,1993,10863,11396
2149,1594,291,3147,0,626,13058,1413,10111,11844
1996,2695,832,3926,6,903,14623,4220,9122,13308
2727,3699,927,3252,4,914,18454,5069,8918,11770
3982,3791,865,3376,2,633,15786,4798,9727,11788
3618,3879,930,3541,8,760,16326,4653,9809,11064
3486,3905,883,3155,7,802,15906,4452,9743,7081
3709,3723,604,2075,4,623,14306,0,9351,9174
3533,2535,313,3937,8,460,12428,2787,8675,7516
2797,4053,829,4276,4,611,13451,0,7706,9096
3446,4595,965,3639,8,719,16156,4538,8452,10644
4487,4863,888,2957,6,723,14348,9300,9658,11409
4310,5332,844,3611,5,683,14313,4001,8968,9893
5938,4877,911,4670,7,620,12830,3478,9224,6809
5980,4525,763,2722,6,523,12514,1446,8859,8427
5634,2818,491,5425,5,403,10423,0,8165,9857
4798,2831,450,6856,4,612,11903,994,7574,10104
5288,5188,1074,6141,7,801,12885,3588,7679,10363
6581,5902,1382,6784,2,628,12729,2660,7980,9862
8971,6761,1289,6889,7,518,10929,3763,8150,8633
9786,6760,1197,6356,1,401,10826,7188,8467,6803
9708,5822,1023,4283,4,444,11478,1382,7960,7554
8119,4547,568,7335,3,244,10126,0,7592,8341
8024,6111,1182,8969,6,434,11466,4473,6904,8305
7759,8033,1654,7089,5,480,13091,0,6978,7948
11975,8697,1477,6771,9,435,12516,7049,7496,7539
13225,8522,1751,6832,10,399,11850,0,7305,7322
10591,8539,1816,6132,4,359,11271,3353,7057,4306
12654,7565,1483,3842,8,339,10229,3130,7079,6143
11440,5199,974,6950,9,221,8865,942,6343,7494
11199,7815,1693,8364,2,347,10197,775,5947,6430
10985,10167,2527,6653,5,522,11919,4571,6524,6251
16471,10645,2398,7276,3,400,11106,3915,6901,5882
15024,10554,2371,7751,10,360,10302,0,6855,5784
14881,11540,2333,5944,4,393,10488,3837,6595,3539
14069,9707,2499,4108,9,314,8488,3306,7006,4340
14099,6403,1475,7287,3,186,7579,2141,6428,5427
11635,10044,2560,8348,7,394,9283,0,5126,5144
11977,12450,3773,7106,5,451,9119,3698,5857,4813
14515,13756,3150,6561,10,372,10549,8415,6335,4850
14458,13681,3205,6602,12,453,8318,3445,6559,4384
12130,12869,3364,5859,12,404,8774,0,6073,3045
12048,12927,2897,3823,10,264,8309,2956,5854,3781
9621,7972,1635,6677,8,176,6990,1774,4753,4310
7987,12757,2907,7720,5,297,8954,0,4306,4253
8110,15073,4670,6192,8,278,9765,6652,4886,4312
10961,16810,2898,6256,17,311,9216,0,4971,3839
8774,17015,2535,6201,11,245,8603,6234,4912,3603
7249,16627,5649,5143,11,246,0,0,5896,2157
6262,15010,3786,3526,4,196,17201,3811,4704,3109
5314,9494,2216,4927,10,130,6822,752,4000,3356
4270,15742,3417,7254,21,261,8439,0,3525,3514
4414,17946,5286,5899,5,264,9419,3304,3618,3309
6068,12516,3588,5513,16,220,8402,6395,4203,3228
4314,20490,3742,5087,17,192,7990,0,4193,2971
3117,21035,5373,4751,10,228,7877,2992,4079,1681
4821,19212,3879,3225,6,163,7350,2655,3787,2289
3261,12704,2314,3829,5,106,5784,855,3398,2706
3262,20665,3591,5953,10,190,6984,771,2862,2784
2934,23190,5800,4786,7,205,7974,5651,3370,2651
4128,26104,5137,4696,12,213,7447,2627,3684,2500
2929,28615,4644,4761,15,291,0,0,3537,2196
2698,28057,5062,4337,13,232,7145,2750,3132,1361
2346,24303,4266,2831,6,164,13644,2530,2899,1968
1984,16205,2752,3689,11,133,5326,1557,2525,2390
1886,30783,5754,6542,10,216,6317,0,2476,2413
1951,36326,8937,5635,14,179,7495,2980,2532,2103
2814,44585,10549,6647,13,136,6650,3319,2940,1932
2162,50590,12943,7660,20,204,7189,6883,2671,1967
2266,54787,10016,6590,18,255,6987,2916,2766,1121
2116,24882,3732,4036,24,0,6531,0,2532,1857
1628,30799,6334,9284,16,212,6358,803,2437,1967
1736,78300,17172,21732,19,278,9195,943,2305,2128
2601,98016,26867,28828,14,194,13154,4426,2575,1905
3342,127000,28659,35580,24,189,16764,5290,3037,1936
3181,144255,30829,40560,41,180,22775,18061,3111,1703
3817,141256,23290,30009,21,274,27553,9193,3011,1002
3699,61137,11080,17633,20,174,33750,1671,3112,1510
3001,68034,10554,36246,25,265,37379,2877,2927,1677
3483,170837,25836,50182,34,299,58097,15184,3091,1706
6006,189088,39570,43386,26,404,90928,20626,3899,1171
10082,219430,39074,33711,43,533,117100,25821,5775,1579
8792,108297,38734,29334,60,518,141986,28023,7526,1178
8891,197535,35643,37670,44,479,159632,30671,8263,701
7050,155642,26419,18592,60,529,179723,11599,8511,1480
10716,117405,20212,27766,32,454,168063,0,7926,1932
10926,220519,33340,32833,69,802,194720,44678,7133,1961
12683,196205,40945,24245,96,646,247417,44187,7681,2089
16547,184577,40134,20409,65,793,264202,43523,8167,2394
16831,200869,40090,19772,68,850,268833,0,8158,2539
16934,192936,38136,17447,77,1054,271202,91406,7793,1421
17057,157465,32271,10783,51,855,258089,19132,8077,2292
14856,83387,21917,18834,65,772,238018,17101,6929,3163
16110,228123,43729,23691,66,1362,282970,0,6397,3653
18334,200966,52549,20100,54,1745,317532,109895,7122,4060
28094,198865,56426,18867,36,2116,347254,0,8129,4658
25130,185600,58530,20507,68,2604,337704,100279,8640,5276
29628,177335,58131,18333,129,3205,333533,0,8112,3503
26668,142487,45569,12108,87,2925,306064,72240,7686,5144
23352,77666,32758,19073,51,2927,255874,17938,7139,7691
25133,211277,57657,17879,35,4878,285914,44902,6718,9378
26697,170940,65578,17960,92,7010,286384,0,7587,11851
38141,156040,65706,19712,63,8077,251209,48627,8078,14285
35761,144347,63833,22361,68,9905,235532,94265,8450,16757
37829,137427,59194,19584,47,11588,234281,42582,8618,11731
33591,104110,45335,11112,54,12422,209918,13926,8444,21996
28952,57631,77281,19731,55,10185,167059,12521,8008,28995
26105,133306,28971,24996,60,16021,161386,43099,7422,35070
27730,119323,53704,18825,53,17895,172433,0,8587,38160
43978,112956,57505,17662,55,27197,149394,42181,9172,37395
33642,100900,53312,18640,71,32211,127952,78178,9909,36908
36848,93192,50021,16023,72,33729,107474,35243,10490,23130
33200,78943,44091,10980,43,36057,83876,10234,10879,35429
29980,41602,32946,18847,48,26121,67597,9242,10470,39819
25927,102429,17909,23687,47,37492,71365,6343,10398,38757
29056,81669,32851,19616,54,46843,67084,24898,13182,39085
40419,76195,36231,19154,83,40618,58077,0,14822,33681
35351,67478,29587,17645,79,40489,50407,34261,15242,31247
33380,62221,25804,16442,60,55209,44877,57583,16330,18598
29883,52345,20862,10853,52,44526,34113,0,15882,25812
25038,28776,16930,20360,54,36501,27409,8854,14900,28956
24088,71023,8888,21958,45,57049,30615,7831,14373,25034
26526,59869,19436,19509,66,64718,30757,44303,16462,16310
38841,58055,21355,19501,65,63956,25920,21565,17349,17545
30930,53700,17803,18604,67,59635,22270,0,18066,19317
30629,50675,16745,15305,73,59384,19968,41306,18885,12058
25828,42202,15160,9596,70,48484,16051,5714,18953,16967
21836,24484,10059,18088,49,34418,13405,0,18883,19110
21426,60137,6147,19601,44,57491,15102,4832,18363,22073
23772,49162,14303,16962,56,61488,14148,36980,21232,15340
35384,47493,19438,15819,80,57426,13166,18252,23557,12957
28633,42069,12655,15908,68,49447,11499,15638,24932,11972
29920,39360,11493,11883,69,46643,10273,13459,25615,7039
25200,31878,10563,8214,60,34976,8013,3519,24719,9524
22171,18278,7666,16263,56,25054,6915,2524,22311,10962
21318,47136,4345,17208,44,24728,7554,13115,20420,9312
27453,37946,11812,15557,49,40920,6561,0,22197,6234
41093,42588,10468,15783,71,37259,6396,12342,23618,6772
31841,38353,13085,16050,64,26347,5921,10558,23834,6470
32075,41364,15691,12997,80,30156,5476,9748,22818,4089
31678,35889,15141,9213,43,24867,4362,10593,21881,5586
27737,22662,10639,8639,29,21380,3993,1684,21162,6426
26662,60753,5926,21057,53,30148,4575,8939,18943,5841
34237,49815,16205,23335,77,26336,4184,8385,22073,5008
51348,55156,15635,21863,82,21311,4194,7878,22984,6424
50249,53961,13692,21260,82,16110,3614,0,24792,3953
49632,54720,13367,19002,62,14900,3116,13765,24592,2219
43761,50028,12933,11986,63,11585,2503,1191,23584,3330
37633,29698,9023,22682,75,9629,2568,1018,22130,3813
34529,86414,4908,26620,39,14408,2876,0,19742,3223
40246,74147,14748,23694,90,13018,2539,6025,23945,3010
64038,82368,15284,24256,91,11532,2528,11084,25456,2580
51951,78577,13648,23621,75,9528,2075,0,27071,2175
50984,75768,12754,19705,126,7951,1761,4860,25804,1323
42322,61564,11974,12462,121,5922,1549,4114,24996,1816
37709,33445,8555,23528,98,4699,1581,901,23441,1254
31344,96904,4445,26709,88,7464,1778,1225,21382,1122
37095,78358,14692,23102,97,6376,1938,0,25164,1123
54899,82648,14979,22107,139,5808,1685,4251,27024,1345
41281,76397,12861,16234,136,0,1660,6736,26050,1530
37352,74616,11374,16558,103,0,1421,0,26234,1382
33200,60612,11879,13429,203,9046,1270,3855,25821,2299
25659,31560,7677,27489,127,5875,1259,657,24635,2915
21070,100296,3991,29072,96,3895,1233,2758,21678,2743
26137,71411,12710,22451,163,3840,1225,0,25389,2987
34192,74364,12876,21096,239,3332,1335,5224,27560,2487
26188,77040,11677,21102,235,2930,1260,2538,28379,2264
22295,71412,11071,15823,404,0,1096,3303,28029,1887
18992,55009,9818,10357,280,0,913,839,26840,1275
14010,31329,6740,18424,275,0,795,706,24892,3519
11550,88914,3467,18456,278,8176,1086,4223,21088,4615
15351,69885,10884,12265,359,2400,1033,12144,24252,4228
21047,70123,11280,10858,531,2089,1109,32216,26081,3800
16391,67641,10075,14763,507,1755,1150,4325,25140,3184
13930,64421,10322,12518,573,1468,1054,2767,25298,1757
13027,53920,9852,8635,574,1071,861,337,25139,2894
10670,28705,7229,6926,630,1196,796,281,22387,3125
7340,84056,3732,15331,626,1455,1088,648,19982,2737
9524,62586,12185,11061,927,1551,1007,749,47149,2356
12626,65617,12545,9308,981,833,949,464,0,2194
10449,62290,11550,8223,1283,922,975,401,20289,1994
9977,64533,11763,8017,1348,602,1150,1192,18892,1015
8807,52253,5123,5673,1302,607,2183,1000,17775,1895
7494,18588,7648,3868,1476,559,1247,0,16994,2009
5629,27326,3277,10211,1727,837,2067,1602,16891,1820
5774,100440,13070,7365,2476,0,2380,1290,20455,1607
8601,75995,14205,6755,3057,1326,2451,1075,21931,1413
11002,73744,11598,7014,3857,651,2527,0,21808,1096
8140,71028,11672,4175,4198,522,2593,1793,20052,608
6574,56848,9613,0,5170,382,2541,357,17784,528
5547,25282,6944,8413,5218,317,11,140,14994,1077
4470,29984,3725,4925,6336,576,5399,1190,13816,1307
6249,88431,4782,11487,8916,617,3303,1464,14887,1009
8313,70034,14346,7580,11508,412,3377,1232,14437,969
6602,59395,14528,7463,12307,395,3688,958,14053,719
6127,54017,14044,6497,15130,329,3324,911,12888,532
5331,41591,13594,4701,17072,244,3157,0,11535,655
4513,19068,9005,2665,0,168,2568,400,9331,697
3970,62409,4718,4262,40987,107,3205,-400,9721,571
5679,47643,13605,8015,28476,176,3275,0,9288,252
7215,48715,16583,5191,29984,250,3545,0,9790,228
6020,44364,15655,5130,36167,245,3805,0,7705,375
6149,40783,17595,4698,0,218,3451,0,8450,270
5164,31225,17264,3195,0,227,3207,0,8081,488
3521,17421,13538,2819,128935,254,2288,5972,6488,570
3957,56199,7336,6453,50819,0,2897,0,6230,460
4787,42683,22941,4761,57132,0,2827,0,7650,453
5165,39483,27659,4782,65415,1191,2841,0,8019,371
5254,39029,27976,4388,0,335,2858,0,7779,385
4963,36334,29755,4324,128954,308,2487,0,6736,255
3859,27726,24406,3269,68719,257,2202,0,6094,368
3450,13776,19260,3066,61714,182,1569,6789,5238,383
2156,44901,9101,6286,65802,247,1829,0,3893,352
2837,30927,38573,4626,85082,327,2364,0,5633,288
4426,30722,34424,3928,89420,318,2259,0,6305,280
3302,26818,31861,3708,85730,250,2323,0,6463,228
0,24246,0,3424,84606,263,2226,0,5377,159
0,18289,0,2385,79474,227,2022,0,-9342,312
7426,10021,30761,2235,66269,174,1675,7332,18180,268
207,30714,55523,5624,82379,345,2124,0,4144,268
2239,24145,35500,4141,89361,315,2628,0,5013,293
2620,20867,0,4048,81891,246,2710,0,4924,217
2631,21820,61734,3727,94796,224,2685,0,4837,185
0,18622,0,3190,80636,279,2828,0,4488,103
0,15136,0,2575,76569,242,2706,0,3649,175
5300,7846,26049,2400,60083,218,2338,13223,3854,240
1268,24687,50918,5291,80628,340,2745,2981,3955,232
1835,18822,34225,4027,88248,368,3712,3050,4563,234
3039,17718,31894,3769,76930,304,4041,3378,2560,175
2791,9692,26392,3641,76505,372,3962,0,2976,171
0,22809,0,3313,68128,395,4270,6996,3001,64
0,15522,0,2661,62077,388,4518,1881,3236,53
8508,8616,0,2501,53010,342,3714,1035,2162,59
2183,28547,70701,5638,82990,518,5233,5110,2224,139
1573,22925,48752,4496,80070,520,7240,5245,2688,188
3034,23534,0,4500,72846,556,7584,0,3185,202
5319,22012,22145,4493,68293,627,8329,12194,2836,153
0,22458,0,4539,79616,574,8582,6396,2501,56
0,19310,0,3682,50567,551,8084,2582,2474,160
11405,10668,0,0,45100,591,6594,0,1801,192
2827,39844,68615,8121,66138,930,8822,9894,1833,162
4340,32809,20041,9288,68931,1242,12213,9452,2263,179
7304,37068,0,7158,63133,1173,12847,9406,2153,146
7605,36170,0,7204,55222,1220,13216,0,1967,156
0,34971,0,7163,53666,1264,12899,0,2272,74
0,34255,0,5689,50623,1167,12781,23109,1892,160
17274,16905,56769,4832,35619,1180,9923,2132,1784,231
5233,63264,18035,12580,56366,1678,12249,13752,1714,187
7355,54873,15372,10528,52218,1985,13313,0,2387,265
11372,57432,13453,10474,48320,1907,17336,15364,2299,256
9416,56410,11558,11972,45736,2069,15940,16133,2313,232
0,56873,0,12082,40368,1831,11739,33646,2236,136
0,49325,0,9294,39642,1726,17073,5883,2378,297
25271,25019,17689,7682,28576,1445,11793,3343,1735,352
7085,84161,15637,20333,44417,2167,14506,20959,1761,443
14356,95455,6565,16115,42025,2149,18819,0,2569,441
12489,84234,10375,15498,38920,2248,17070,47685,2695,529
11385,86900,0,15869,35766,2049,17092,24087,2354,463
0,85943,0,15839,34807,1794,16103,0,2508,251
0,72917,0,11629,32672,1614,16135,30911,2328,717
28418,36885,0,9360,23115,1434,13086,4235,1995,1007
7409,133015,43465,25875,35984,2577,16159,27973,1917,1084
10024,110017,10504,19303,34561,2743,18930,31116,2428,1271
12936,108386,9395,18297,31433,2881,18815,32295,2366,1775
12089,101863,7521,18948,30446,2472,18840,0,2144,2013
0,98901,0,18214,28122,2705,18257,64764,2084,894
0,81563,0,13306,27839,2576,16678,9342,2004,2375
31191,83761,15415,0,19128,1681,13615,5986,3490,1453
6165,144058,8918,0,31273,3361,16906,36334,2391,3588
11625,111591,7391,0,29861,3822,20139,37346,2257,5000
15083,108632,0,0,27639,3584,20038,34885,1795,5234
12761,97936,0,0,25271,3331,20044,34567,0,4772
0,91384,0,0,25266,4329,20528,31173,4053,2704
0,68996,0,0,24322,3540,16935,8861,1814,5751
36824,32051,20470,0,17989,3393,15528,0,2125,5687
8048,121103,6974,367629,27127,5085,18616,39881,2886,5377
11807,86801,5852,0,27172,5653,23050,34661,0,7093
16416,81535,5412,0,25151,5410,22337,33660,5031,7915
12668,71667,4451,0,24062,4834,21411,32175,2578,7851
0,69174,0,0,22568,4943,20279,28539,2390,6921
0,51875,0,0,21726,4071,16866,6917,1740,8831
29389,24117,6721,0,17124,4048,14830,4231,0,9775
9615,88651,5607,0,25048,6483,18313,0,4575,11035
9472,64400,4324,138652,25661,6438,20557,58413,1902,10526
11810,60826,3465,0,23949,6353,20409,0,2480,9456
9141,54417,3491,0,23271,5831,20408,24893,1962,7849
0,50297,0,0,21486,5398,19673,0,1664,4505
0,37252,0,0,21063,4205,16464,0,2108,9727
0,19520,4531,0,16576,3696,13734,49302,1843,9699
25283,65099,4075,125193,23533,5827,17135,21831,2432,9350
7879,45956,3885,0,23892,6167,19893,20210,2166,8540
8379,42959,3182,0,22942,6527,20551,18556,2253,7415
6179,38215,3339,0,21841,5929,19406,0,2381,5455
0,34997,0,0,19850,5455,18715,32434,2250,3460
0,26656,0,0,22042,4279,0,3290,1842,5477
17119,11975,0,0,15407,4425,28941,2500,1955,3379
3961,43078,7771,103059,23635,6276,16047,15738,2335,2343
5893,31699,3205,0,23773,5926,16299,0,2316,5635
6762,28423,2879,0,22874,5532,16561,0,2455,7396
6454,26689,2954,0,21951,6091,15815,0,2140,6404
0,24785,0,0,21265,5104,14092,49960,1773,3315
0,19455,0,0,21074,4442,14917,1968,1663,6279
16161,9893,0,0,15782,3588,9330,1367,1508,7348
3042,8941,5166,77062,23132,5869,8545,10752,2461,5972
3896,36261,4103,0,24816,5253,12608,9898,2143,4824
6247,27291,3056,0,23400,4039,15754,0,2110,4527
7656,24689,2989,0,22795,5163,13272,0,1902,3690
0,24392,0,0,22130,4922,11539,0,1968,1835
0,19470,0,0,22380,3949,9531,0,1531,3245
16120,10417,0,0,16903,3300,8586,0,1488,4088
3164,35357,8110,57288,26343,4858,10649,36675,2062,3226
5208,25388,0,0,28531,5428,10725,7981,2002,2668
5688,23435,6238,0,27227,5214,10256,7281,1749,2378
5500,21995,3090,0,26718,4549,9520,0,1631,2019
0,21802,0,0,25853,4170,9436,0,1769,976
0,17647,0,0,26735,3228,7591,12920,1273,1693
0,8347,3988,0,20424,2871,0,0,994,1966
17026,31087,3928,50802,31440,5070,0,0,2240,1871
4350,21814,3039,0,34580,4563,20616,0,2004,1462
5344,20498,0,0,34077,4094,6168,17514,2046,1364
4655,19158,5751,0,33777,3616,7219,4347,1942,1067
0,17660,0,0,32758,3260,6809,0,1631,532
0,13196,0,0,34340,2764,5910,4810,1360,1163
11828,6608,3449,0,24078,2340,4417,0,1062,1095
2791,24848,3733,42155,36666,3607,2799,5039,1605,1090
4181,17570,2709,0,41249,3513,8975,0,1587,945
0,17317,2569,0,35053,3138,6093,0,1191,864
0,15542,2602,0,34200,2804,5554,0,1106,700
0,15137,0,0,35801,2609,5076,10049,1093,344
0,11901,0,0,32105,1939,5221,3220,698,696
22084,7251,4040,0,25555,1848,1783,-141,619,877
2608,23158,3720,33829,46995,2896,7694,588,1321,618
-12934,18849,3085,0,49660,2799,6422,0,1125,646
6283,17973,2203,0,45405,2651,6298,0,837,624
5665,17362,2777,0,41607,2358,5747,0,764,644
5385,17150,0,0,39572,2079,5664,9828,477,303
10213,12081,0,0,39511,1683,4858,0,242,289
3626,8257,5110,0,28422,1620,4043,0,774,726
6058,28385,4361,36404,44679,2518,1922,3439,1129,992
8510,21188,3559,0,46834,2384,8031,2802,0,811
7926,22523,3149,0,42421,2162,5383,0,1558,504
7958,21083,3102,0,39975,1904,4912,4147,607,421
8599,22360,0,0,38324,1724,4777,1595,655,397
6916,18794,0,0,38958,1411,4129,0,319,416
5994,10006,4805,0,28743,1344,3230,287,351,308
10654,44875,805,44977,45784,1976,3615,0,0,309
14848,36795,3277,0,48543,1915,4272,0,1448,262
13310,37521,5693,0,44820,2003,3947,5778,839,352
13015,34475,2901,0,43459,1857,3805,1397,823,328
12589,33068,0,0,43022,1639,3375,1121,0,538
10331,28906,0,0,43286,1322,3011,0,0,400
8487,13316,4586,0,33409,1134,1968,635,0,435
13853,60272,1343,54875,49525,2031,2426,0,0,380
18621,45223,1144,0,54874,1542,2571,0,0,290
14877,44849,490,0,46423,1831,1997,0,0,165
15934,44665,0,0,50725,1501,2797,4731,0,166
13664,43716,0,0,44325,1325,2756,0,0,335
12175,34443,0,0,44549,999,2424,1568,0,323
8704,15089,1105,0,32072,1195,1957,0,2915,724
12898,65917,3446,51427,41408,2077,-159,1261,0,408
18465,47754,1334,0,52358,2028,5084,1198,0,357
14247,45705,1243,0,53374,1830,2678,1163,0,285
13102,40576,1193,0,48220,1786,2430,0,0,155
11850,38968,0,0,43448,1678,2401,2061,2234,397
9224,30238,0,0,41494,1326,2060,0,0,327
6391,14030,0,0,28826,1233,1542,392,0,370
9235,58357,0,55487,44854,2164,1946,0,0,307
13711,41703,0,0,44596,2390,2141,0,0,345
9849,40560,0,0,39778,2307,2119,2226,0,200
8096,36114,0,0,37239,2227,2112,453,0,139
0,31775,0,0,35624,2087,1994,0,0,209
0,25553,0,0,35329,1685,1334,847,2616,194
14332,11605,0,0,26320,1703,862,0,0,535
6486,48713,7637,53219,39152,3008,830,1122,0,222
8218,35036,1094,0,40254,3048,1112,699,0,170
4440,31758,0,0,35657,3029,2208,0,0,110
5102,29037,0,0,34562,3015,1574,0,0,106
5754,26799,0,0,32477,3141,1594,0,0,124
4559,0,2576,0,31530,2717,1336,2418,2551,73
2846,0,0,0,22616,2457,1046,-111,0,213
4316,0,0,53690,34243,4707,1190,0,0,155
4492,0,0,0,33156,4873,98,1511,0,0
4663,0,0,0,29952,4951,2439,0,0,157
5566,110988,0,0,27581,5303,1082,1154,0,40
4307,0,0,0,25535,4717,1132,0,0,76
3339,0,4728,0,24345,3662,0,0,2759,64
