Date,Country,infections,Month,Year
1/23/2020,Austria,0,1,2020
1/24/2020,Austria,0,1,2020
1/25/2020,Austria,0,1,2020
1/26/2020,Austria,0,1,2020
1/27/2020,Austria,0,1,2020
1/28/2020,Austria,0,1,2020
1/29/2020,Austria,0,1,2020
1/30/2020,Austria,0,1,2020
1/31/2020,Austria,0,1,2020
2/1/2020,Austria,0,2,2020
2/2/2020,Austria,0,2,2020
2/3/2020,Austria,0,2,2020
2/4/2020,Austria,0,2,2020
2/5/2020,Austria,0,2,2020
2/6/2020,Austria,0,2,2020
2/7/2020,Austria,0,2,2020
2/8/2020,Austria,0,2,2020
2/9/2020,Austria,0,2,2020
2/10/2020,Austria,0,2,2020
2/11/2020,Austria,0,2,2020
2/12/2020,Austria,0,2,2020
2/13/2020,Austria,0,2,2020
2/14/2020,Austria,0,2,2020
2/15/2020,Austria,0,2,2020
2/16/2020,Austria,0,2,2020
2/17/2020,Austria,0,2,2020
2/18/2020,Austria,0,2,2020
2/19/2020,Austria,0,2,2020
2/20/2020,Austria,0,2,2020
2/21/2020,Austria,0,2,2020
2/22/2020,Austria,0,2,2020
2/23/2020,Austria,0,2,2020
2/24/2020,Austria,0,2,2020
2/25/2020,Austria,2,2,2020
2/26/2020,Austria,-1,2,2020
2/27/2020,Austria,0,2,2020
2/28/2020,Austria,0,2,2020
2/29/2020,Austria,2,2,2020
3/1/2020,Austria,4,3,2020
3/2/2020,Austria,1,3,2020
3/3/2020,Austria,4,3,2020
3/4/2020,Austria,5,3,2020
3/5/2020,Austria,6,3,2020
3/6/2020,Austria,14,3,2020
3/7/2020,Austria,9,3,2020
3/8/2020,Austria,29,3,2020
3/9/2020,Austria,23,3,2020
3/10/2020,Austria,28,3,2020
3/11/2020,Austria,22,3,2020
3/12/2020,Austria,55,3,2020
3/13/2020,Austria,109,3,2020
3/14/2020,Austria,97,3,2020
3/15/2020,Austria,182,3,2020
3/16/2020,Austria,210,3,2020
3/17/2020,Austria,198,3,2020
3/18/2020,Austria,226,3,2020
3/19/2020,Austria,346,3,2020
3/20/2020,Austria,372,3,2020
3/21/2020,Austria,455,3,2020
3/22/2020,Austria,511,3,2020
3/23/2020,Austria,546,3,2020
3/24/2020,Austria,618,3,2020
3/25/2020,Austria,687,3,2020
3/26/2020,Austria,723,3,2020
3/27/2020,Austria,754,3,2020
3/28/2020,Austria,1056,3,2020
3/29/2020,Austria,807,3,2020
3/30/2020,Austria,617,3,2020
3/31/2020,Austria,547,3,2020
4/1/2020,Austria,673,4,2020
4/2/2020,Austria,549,4,2020
4/3/2020,Austria,549,4,2020
4/4/2020,Austria,438,4,2020
4/5/2020,Austria,411,4,2020
4/6/2020,Austria,253,4,2020
4/7/2020,Austria,183,4,2020
4/8/2020,Austria,306,4,2020
4/9/2020,Austria,289,4,2020
4/10/2020,Austria,290,4,2020
4/11/2020,Austria,276,4,2020
4/12/2020,Austria,357,4,2020
4/13/2020,Austria,203,4,2020
4/14/2020,Austria,111,4,2020
4/15/2020,Austria,87,4,2020
4/16/2020,Austria,150,4,2020
4/17/2020,Austria,129,4,2020
4/18/2020,Austria,111,4,2020
4/19/2020,Austria,100,4,2020
4/20/2020,Austria,60,4,2020
4/21/2020,Austria,47,4,2020
4/22/2020,Austria,68,4,2020
4/23/2020,Austria,70,4,2020
4/24/2020,Austria,73,4,2020
4/25/2020,Austria,60,4,2020
4/26/2020,Austria,79,4,2020
4/27/2020,Austria,62,4,2020
4/28/2020,Austria,35,4,2020
4/29/2020,Austria,70,4,2020
4/30/2020,Austria,49,4,2020
5/1/2020,Austria,61,5,2020
5/2/2020,Austria,54,5,2020
5/3/2020,Austria,37,5,2020
5/4/2020,Austria,28,5,2020
5/5/2020,Austria,12,5,2020
5/6/2020,Austria,30,5,2020
5/7/2020,Austria,54,5,2020
5/8/2020,Austria,46,5,2020
5/9/2020,Austria,39,5,2020
5/10/2020,Austria,49,5,2020
5/11/2020,Austria,30,5,2020
5/12/2020,Austria,15,5,2020
5/13/2020,Austria,66,5,2020
5/14/2020,Austria,38,5,2020
5/15/2020,Austria,52,5,2020
5/16/2020,Austria,54,5,2020
5/17/2020,Austria,81,5,2020
5/18/2020,Austria,15,5,2020
5/19/2020,Austria,26,5,2020
5/20/2020,Austria,58,5,2020
5/21/2020,Austria,61,5,2020
5/22/2020,Austria,30,5,2020
5/23/2020,Austria,31,5,2020
5/24/2020,Austria,28,5,2020
5/25/2020,Austria,24,5,2020
5/26/2020,Austria,31,5,2020
5/27/2020,Austria,25,5,2020
5/28/2020,Austria,22,5,2020
5/29/2020,Austria,50,5,2020
5/30/2020,Austria,19,5,2020
5/31/2020,Austria,42,5,2020
6/1/2020,Austria,32,6,2020
6/2/2020,Austria,5,6,2020
6/3/2020,Austria,19,6,2020
6/4/2020,Austria,16,6,2020
6/5/2020,Austria,53,6,2020
6/6/2020,Austria,17,6,2020
6/7/2020,Austria,67,6,2020
6/8/2020,Austria,31,6,2020
6/9/2020,Austria,25,6,2020
6/10/2020,Austria,24,6,2020
6/11/2020,Austria,15,6,2020
6/12/2020,Austria,34,6,2020
6/13/2020,Austria,22,6,2020
6/14/2020,Austria,37,6,2020
6/15/2020,Austria,22,6,2020
6/16/2020,Austria,18,6,2020
6/17/2020,Austria,53,6,2020
6/18/2020,Austria,19,6,2020
6/19/2020,Austria,31,6,2020
6/20/2020,Austria,32,6,2020
6/21/2020,Austria,52,6,2020
6/22/2020,Austria,32,6,2020
6/23/2020,Austria,29,6,2020
6/24/2020,Austria,31,6,2020
6/25/2020,Austria,43,6,2020
6/26/2020,Austria,35,6,2020
6/27/2020,Austria,44,6,2020
6/28/2020,Austria,74,6,2020
6/29/2020,Austria,45,6,2020
6/30/2020,Austria,62,6,2020
7/1/2020,Austria,49,7,2020
7/2/2020,Austria,101,7,2020
7/3/2020,Austria,95,7,2020
7/4/2020,Austria,80,7,2020
7/5/2020,Austria,134,7,2020
7/6/2020,Austria,106,7,2020
7/7/2020,Austria,76,7,2020
7/8/2020,Austria,68,7,2020
7/9/2020,Austria,91,7,2020
7/10/2020,Austria,118,7,2020
7/11/2020,Austria,72,7,2020
7/12/2020,Austria,105,7,2020
7/13/2020,Austria,90,7,2020
7/14/2020,Austria,52,7,2020
7/15/2020,Austria,99,7,2020
7/16/2020,Austria,122,7,2020
7/17/2020,Austria,130,7,2020
7/18/2020,Austria,141,7,2020
7/19/2020,Austria,124,7,2020
7/20/2020,Austria,81,7,2020
7/21/2020,Austria,87,7,2020
7/22/2020,Austria,90,7,2020
7/23/2020,Austria,137,7,2020
7/24/2020,Austria,162,7,2020
7/25/2020,Austria,117,7,2020
7/26/2020,Austria,153,7,2020
7/27/2020,Austria,112,7,2020
7/28/2020,Austria,101,7,2020
7/29/2020,Austria,96,7,2020
7/30/2020,Austria,153,7,2020
7/31/2020,Austria,102,7,2020
8/1/2020,Austria,190,8,2020
8/2/2020,Austria,123,8,2020
8/3/2020,Austria,62,8,2020
8/4/2020,Austria,70,8,2020
8/5/2020,Austria,93,8,2020
8/6/2020,Austria,83,8,2020
8/7/2020,Austria,159,8,2020
8/8/2020,Austria,119,8,2020
8/9/2020,Austria,90,8,2020
8/10/2020,Austria,104,8,2020
8/11/2020,Austria,72,8,2020
8/12/2020,Austria,158,8,2020
8/13/2020,Austria,187,8,2020
8/14/2020,Austria,190,8,2020
8/15/2020,Austria,251,8,2020
8/16/2020,Austria,349,8,2020
8/17/2020,Austria,156,8,2020
8/18/2020,Austria,169,8,2020
8/19/2020,Austria,259,8,2020
8/20/2020,Austria,252,8,2020
8/21/2020,Austria,347,8,2020
8/22/2020,Austria,331,8,2020
8/23/2020,Austria,302,8,2020
8/24/2020,Austria,229,8,2020
8/25/2020,Austria,193,8,2020
8/26/2020,Austria,243,8,2020
8/27/2020,Austria,301,8,2020
8/28/2020,Austria,319,8,2020
8/29/2020,Austria,226,8,2020
8/30/2020,Austria,394,8,2020
8/31/2020,Austria,237,8,2020
9/1/2020,Austria,223,9,2020
9/2/2020,Austria,221,9,2020
9/3/2020,Austria,286,9,2020
9/4/2020,Austria,429,9,2020
9/5/2020,Austria,366,9,2020
9/6/2020,Austria,380,9,2020
9/7/2020,Austria,217,9,2020
9/8/2020,Austria,367,9,2020
9/9/2020,Austria,396,9,2020
9/10/2020,Austria,552,9,2020
9/11/2020,Austria,691,9,2020
9/12/2020,Austria,598,9,2020
9/13/2020,Austria,930,9,2020
9/14/2020,Austria,415,9,2020
9/15/2020,Austria,414,9,2020
9/16/2020,Austria,820,9,2020
9/17/2020,Austria,723,9,2020
9/18/2020,Austria,854,9,2020
9/19/2020,Austria,806,9,2020
9/20/2020,Austria,874,9,2020
9/21/2020,Austria,667,9,2020
9/22/2020,Austria,471,9,2020
9/23/2020,Austria,582,9,2020
9/24/2020,Austria,719,9,2020
9/25/2020,Austria,804,9,2020
9/26/2020,Austria,657,9,2020
9/27/2020,Austria,763,9,2020
9/28/2020,Austria,591,9,2020
9/29/2020,Austria,545,9,2020
9/30/2020,Austria,739,9,2020
10/1/2020,Austria,759,10,2020
10/2/2020,Austria,854,10,2020
10/3/2020,Austria,790,10,2020
10/4/2020,Austria,1014,10,2020
10/5/2020,Austria,718,10,2020
10/6/2020,Austria,737,10,2020
10/7/2020,Austria,927,10,2020
10/8/2020,Austria,1078,10,2020
10/9/2020,Austria,1274,10,2020
10/10/2020,Austria,1110,10,2020
10/11/2020,Austria,1260,10,2020
10/12/2020,Austria,1014,10,2020
10/13/2020,Austria,830,10,2020
10/14/2020,Austria,1143,10,2020
10/15/2020,Austria,1321,10,2020
10/16/2020,Austria,1435,10,2020
10/17/2020,Austria,1522,10,2020
10/18/2020,Austria,1795,10,2020
10/19/2020,Austria,1485,10,2020
10/20/2020,Austria,1199,10,2020
10/21/2020,Austria,1646,10,2020
10/22/2020,Austria,1978,10,2020
10/23/2020,Austria,2654,10,2020
10/24/2020,Austria,3231,10,2020
10/25/2020,Austria,3347,10,2020
10/26/2020,Austria,2970,10,2020
10/27/2020,Austria,2474,10,2020
10/28/2020,Austria,2782,10,2020
10/29/2020,Austria,4373,10,2020
10/30/2020,Austria,4469,10,2020
10/31/2020,Austria,5047,10,2020
11/1/2020,Austria,5715,11,2020
11/2/2020,Austria,4790,11,2020
11/3/2020,Austria,4479,11,2020
11/4/2020,Austria,5192,11,2020
11/5/2020,Austria,6362,11,2020
11/6/2020,Austria,7111,11,2020
11/7/2020,Austria,6953,11,2020
11/8/2020,Austria,8090,11,2020
11/9/2020,Austria,5325,11,2020
11/10/2020,Austria,5744,11,2020
11/11/2020,Austria,6247,11,2020
11/12/2020,Austria,7435,11,2020
11/13/2020,Austria,9177,11,2020
11/14/2020,Austria,8257,11,2020
11/15/2020,Austria,7018,11,2020
11/16/2020,Austria,5098,11,2020
11/17/2020,Austria,4612,11,2020
11/18/2020,Austria,6075,11,2020
11/19/2020,Austria,7522,11,2020
11/20/2020,Austria,6434,11,2020
11/21/2020,Austria,6607,11,2020
11/22/2020,Austria,6465,11,2020
11/23/2020,Austria,5154,11,2020
11/24/2020,Austria,2436,11,2020
11/25/2020,Austria,4608,11,2020
11/26/2020,Austria,5743,11,2020
11/27/2020,Austria,5391,11,2020
11/28/2020,Austria,5018,11,2020
11/29/2020,Austria,4238,11,2020
11/30/2020,Austria,3737,11,2020
12/1/2020,Austria,2391,12,2020
12/2/2020,Austria,3375,12,2020
12/3/2020,Austria,3937,12,2020
12/4/2020,Austria,3568,12,2020
12/5/2020,Austria,3656,12,2020
12/6/2020,Austria,3591,12,2020
12/7/2020,Austria,2865,12,2020
12/8/2020,Austria,2067,12,2020
12/9/2020,Austria,2512,12,2020
12/10/2020,Austria,2632,12,2020
12/11/2020,Austria,2480,12,2020
12/12/2020,Austria,3090,12,2020
12/13/2020,Austria,2835,12,2020
12/14/2020,Austria,2636,12,2020
12/15/2020,Austria,2506,12,2020
12/16/2020,Austria,2743,12,2020
12/17/2020,Austria,2758,12,2020
12/18/2020,Austria,2389,12,2020
12/19/2020,Austria,1950,12,2020
12/20/2020,Austria,2151,12,2020
12/21/2020,Austria,1505,12,2020
12/22/2020,Austria,1353,12,2020
12/23/2020,Austria,2107,12,2020
12/24/2020,Austria,2558,12,2020
12/25/2020,Austria,2855,12,2020
12/26/2020,Austria,1806,12,2020
12/27/2020,Austria,1287,12,2020
12/28/2020,Austria,1163,12,2020
12/29/2020,Austria,1697,12,2020
12/30/2020,Austria,2125,12,2020
12/31/2020,Austria,2975,12,2020
1/1/2021,Austria,2711,1,2021
1/2/2021,Austria,2003,1,2021
1/3/2021,Austria,1591,1,2021
1/4/2021,Austria,1635,1,2021
1/5/2021,Austria,1895,1,2021
1/6/2021,Austria,2292,1,2021
1/7/2021,Austria,2961,1,2021
1/8/2021,Austria,2086,1,2021
1/9/2021,Austria,2002,1,2021
1/10/2021,Austria,2298,1,2021
1/11/2021,Austria,1546,1,2021
1/12/2021,Austria,1387,1,2021
1/13/2021,Austria,1706,1,2021
1/14/2021,Austria,2161,1,2021
1/15/2021,Austria,1656,1,2021
1/16/2021,Austria,1536,1,2021
1/17/2021,Austria,1557,1,2021
1/18/2021,Austria,1320,1,2021
1/19/2021,Austria,1010,1,2021
1/20/2021,Austria,1631,1,2021
1/21/2021,Austria,1657,1,2021
1/22/2021,Austria,1742,1,2021
1/23/2021,Austria,1788,1,2021
1/24/2021,Austria,1453,1,2021
1/25/2021,Austria,1262,1,2021
1/26/2021,Austria,947,1,2021
1/27/2021,Austria,1425,1,2021
1/28/2021,Austria,1585,1,2021
1/29/2021,Austria,1472,1,2021
1/30/2021,Austria,1421,1,2021
1/31/2021,Austria,1487,1,2021
2/1/2021,Austria,1099,2,2021
2/2/2021,Austria,1134,2,2021
2/3/2021,Austria,1218,2,2021
2/4/2021,Austria,1643,2,2021
2/5/2021,Austria,1520,2,2021
2/6/2021,Austria,1270,2,2021
2/7/2021,Austria,1365,2,2021
2/8/2021,Austria,1146,2,2021
2/9/2021,Austria,999,2,2021
2/10/2021,Austria,1232,2,2021
2/11/2021,Austria,1470,2,2021
2/12/2021,Austria,1668,2,2021
2/13/2021,Austria,1563,2,2021
2/14/2021,Austria,1268,2,2021
2/15/2021,Austria,1171,2,2021
2/16/2021,Austria,1168,2,2021
2/17/2021,Austria,1500,2,2021
2/18/2021,Austria,1657,2,2021
2/19/2021,Austria,1900,2,2021
2/20/2021,Austria,1708,2,2021
2/21/2021,Austria,2093,2,2021
2/22/2021,Austria,1656,2,2021
2/23/2021,Austria,1225,2,2021
2/24/2021,Austria,1890,2,2021
2/25/2021,Austria,1967,2,2021
2/26/2021,Austria,2445,2,2021
2/27/2021,Austria,1889,2,2021
2/28/2021,Austria,2496,2,2021
3/1/2021,Austria,2224,3,2021
3/2/2021,Austria,1401,3,2021
3/3/2021,Austria,2192,3,2021
3/4/2021,Austria,2452,3,2021
3/5/2021,Austria,2399,3,2021
3/6/2021,Austria,2350,3,2021
3/7/2021,Austria,2763,3,2021
3/8/2021,Austria,2245,3,2021
3/9/2021,Austria,1948,3,2021
3/10/2021,Austria,2522,3,2021
3/11/2021,Austria,2411,3,2021
3/12/2021,Austria,2871,3,2021
3/13/2021,Austria,3055,3,2021
3/14/2021,Austria,3034,3,2021
3/15/2021,Austria,2525,3,2021
3/16/2021,Austria,1908,3,2021
3/17/2021,Austria,2759,3,2021
3/18/2021,Austria,2872,3,2021
3/19/2021,Austria,3521,3,2021
3/20/2021,Austria,3221,3,2021
3/21/2021,Austria,3650,3,2021
3/22/2021,Austria,2690,3,2021
3/23/2021,Austria,2439,3,2021
3/24/2021,Austria,3023,3,2021
3/25/2021,Austria,3539,3,2021
3/26/2021,Austria,3447,3,2021
3/27/2021,Austria,3216,3,2021
3/28/2021,Austria,3304,3,2021
3/29/2021,Austria,2646,3,2021
3/30/2021,Austria,3232,3,2021
3/31/2021,Austria,2797,3,2021
4/1/2021,Austria,3136,4,2021
4/2/2021,Austria,3393,4,2021
4/3/2021,Austria,3095,4,2021
4/4/2021,Austria,3308,4,2021
4/5/2021,Austria,2819,4,2021
4/6/2021,Austria,2333,4,2021
4/7/2021,Austria,2009,4,2021
4/8/2021,Austria,2850,4,2021
4/9/2021,Austria,2871,4,2021
4/10/2021,Austria,2509,4,2021
4/11/2021,Austria,3459,4,2021
4/12/2021,Austria,1967,4,2021
4/13/2021,Austria,2057,4,2021
4/14/2021,Austria,2242,4,2021
4/15/2021,Austria,3179,4,2021
4/16/2021,Austria,2737,4,2021
4/17/2021,Austria,2356,4,2021
4/18/2021,Austria,2366,4,2021
4/19/2021,Austria,2033,4,2021
4/20/2021,Austria,2015,4,2021
4/21/2021,Austria,2092,4,2021
4/22/2021,Austria,2531,4,2021
4/23/2021,Austria,2618,4,2021
4/24/2021,Austria,2484,4,2021
4/25/2021,Austria,1972,4,2021
4/26/2021,Austria,1898,4,2021
4/27/2021,Austria,1592,4,2021
4/28/2021,Austria,1917,4,2021
4/29/2021,Austria,2272,4,2021
4/30/2021,Austria,2157,4,2021
5/1/2021,Austria,2119,5,2021
5/2/2021,Austria,1667,5,2021
5/3/2021,Austria,1540,5,2021
5/4/2021,Austria,1109,5,2021
5/5/2021,Austria,1448,5,2021
5/6/2021,Austria,1726,5,2021
5/7/2021,Austria,1395,5,2021
5/8/2021,Austria,1385,5,2021
5/9/2021,Austria,1156,5,2021
5/10/2021,Austria,1060,5,2021
5/11/2021,Austria,745,5,2021
5/12/2021,Austria,928,5,2021
5/13/2021,Austria,1158,5,2021
5/14/2021,Austria,997,5,2021
5/15/2021,Austria,852,5,2021
5/16/2021,Austria,637,5,2021
5/17/2021,Austria,683,5,2021
5/18/2021,Austria,521,5,2021
5/19/2021,Austria,639,5,2021
5/20/2021,Austria,845,5,2021
5/21/2021,Austria,610,5,2021
5/22/2021,Austria,661,5,2021
5/23/2021,Austria,569,5,2021
5/24/2021,Austria,509,5,2021
5/25/2021,Austria,349,5,2021
5/26/2021,Austria,407,5,2021
5/27/2021,Austria,485,5,2021
5/28/2021,Austria,607,5,2021
5/29/2021,Austria,537,5,2021
5/30/2021,Austria,424,5,2021
5/31/2021,Austria,385,5,2021
6/1/2021,Austria,328,6,2021
6/2/2021,Austria,360,6,2021
6/3/2021,Austria,489,6,2021
6/4/2021,Austria,305,6,2021
6/5/2021,Austria,351,6,2021
6/6/2021,Austria,284,6,2021
6/7/2021,Austria,326,6,2021
6/8/2021,Austria,311,6,2021
6/9/2021,Austria,307,6,2021
6/10/2021,Austria,356,6,2021
6/11/2021,Austria,287,6,2021
6/12/2021,Austria,227,6,2021
6/13/2021,Austria,198,6,2021
6/14/2021,Austria,207,6,2021
6/15/2021,Austria,103,6,2021
6/16/2021,Austria,147,6,2021
6/17/2021,Austria,180,6,2021
6/18/2021,Austria,171,6,2021
6/19/2021,Austria,131,6,2021
6/20/2021,Austria,149,6,2021
6/21/2021,Austria,108,6,2021
6/22/2021,Austria,115,6,2021
6/23/2021,Austria,102,6,2021
6/24/2021,Austria,116,6,2021
6/25/2021,Austria,99,6,2021
6/26/2021,Austria,108,6,2021
6/27/2021,Austria,117,6,2021
6/28/2021,Austria,66,6,2021
6/29/2021,Austria,73,6,2021
6/30/2021,Austria,93,6,2021
7/1/2021,Austria,106,7,2021
7/2/2021,Austria,80,7,2021
7/3/2021,Austria,108,7,2021
7/4/2021,Austria,104,7,2021
7/5/2021,Austria,68,7,2021
7/6/2021,Austria,73,7,2021
7/7/2021,Austria,103,7,2021
7/8/2021,Austria,127,7,2021
7/9/2021,Austria,148,7,2021
7/10/2021,Austria,199,7,2021
7/11/2021,Austria,178,7,2021
7/12/2021,Austria,154,7,2021
7/13/2021,Austria,184,7,2021
7/14/2021,Austria,245,7,2021
7/15/2021,Austria,273,7,2021
7/16/2021,Austria,302,7,2021
7/17/2021,Austria,352,7,2021
7/18/2021,Austria,431,7,2021
7/19/2021,Austria,336,7,2021
7/20/2021,Austria,265,7,2021
7/21/2021,Austria,336,7,2021
7/22/2021,Austria,363,7,2021
7/23/2021,Austria,419,7,2021
7/24/2021,Austria,421,7,2021
7/25/2021,Austria,342,7,2021
7/26/2021,Austria,325,7,2021
7/27/2021,Austria,316,7,2021
7/28/2021,Austria,365,7,2021
7/29/2021,Austria,547,7,2021
7/30/2021,Austria,506,7,2021
7/31/2021,Austria,531,7,2021
8/1/2021,Austria,544,8,2021
8/2/2021,Austria,420,8,2021
8/3/2021,Austria,346,8,2021
8/4/2021,Austria,402,8,2021
8/5/2021,Austria,595,8,2021
8/6/2021,Austria,497,8,2021
8/7/2021,Austria,601,8,2021
8/8/2021,Austria,571,8,2021
8/9/2021,Austria,563,8,2021
8/10/2021,Austria,436,8,2021
8/11/2021,Austria,618,8,2021
8/12/2021,Austria,874,8,2021
8/13/2021,Austria,859,8,2021
8/14/2021,Austria,968,8,2021
8/15/2021,Austria,951,8,2021
8/16/2021,Austria,833,8,2021
8/17/2021,Austria,797,8,2021
8/18/2021,Austria,875,8,2021
8/19/2021,Austria,1214,8,2021
8/20/2021,Austria,1291,8,2021
8/21/2021,Austria,1313,8,2021
8/22/2021,Austria,1286,8,2021
8/23/2021,Austria,1106,8,2021
8/24/2021,Austria,983,8,2021
8/25/2021,Austria,1155,8,2021
8/26/2021,Austria,1618,8,2021
8/27/2021,Austria,1453,8,2021
8/28/2021,Austria,1404,8,2021
8/29/2021,Austria,1375,8,2021
8/30/2021,Austria,1346,8,2021
8/31/2021,Austria,1083,8,2021
9/1/2021,Austria,1280,9,2021
9/2/2021,Austria,1852,9,2021
9/3/2021,Austria,1557,9,2021
9/4/2021,Austria,1692,9,2021
9/5/2021,Austria,1932,9,2021
9/6/2021,Austria,1576,9,2021
9/7/2021,Austria,1391,9,2021
9/8/2021,Austria,1801,9,2021
9/9/2021,Austria,2300,9,2021
9/10/2021,Austria,2169,9,2021
9/11/2021,Austria,2339,9,2021
9/12/2021,Austria,2246,9,2021
9/13/2021,Austria,1837,9,2021
9/14/2021,Austria,1390,9,2021
9/15/2021,Austria,1848,9,2021
9/16/2021,Austria,2600,9,2021
9/17/2021,Austria,2318,9,2021
9/18/2021,Austria,2212,9,2021
9/19/2021,Austria,2028,9,2021
9/20/2021,Austria,1429,9,2021
9/21/2021,Austria,1339,9,2021
9/22/2021,Austria,1378,9,2021
9/23/2021,Austria,2109,9,2021
9/24/2021,Austria,1839,9,2021
9/25/2021,Austria,1817,9,2021
9/26/2021,Austria,1829,9,2021
9/27/2021,Austria,1386,9,2021
9/28/2021,Austria,1385,9,2021
9/29/2021,Austria,1589,9,2021
9/30/2021,Austria,2614,9,2021
10/1/2021,Austria,1925,10,2021
10/2/2021,Austria,1739,10,2021
10/3/2021,Austria,1808,10,2021
10/4/2021,Austria,1558,10,2021
10/5/2021,Austria,1372,10,2021
10/6/2021,Austria,1458,10,2021
10/7/2021,Austria,2680,10,2021
10/8/2021,Austria,2038,10,2021
10/9/2021,Austria,1854,10,2021
10/10/2021,Austria,1877,10,2021
10/11/2021,Austria,1584,10,2021
10/12/2021,Austria,1299,10,2021
10/13/2021,Austria,1596,10,2021
10/14/2021,Austria,2721,10,2021
10/15/2021,Austria,2115,10,2021
10/16/2021,Austria,2394,10,2021
10/17/2021,Austria,2382,10,2021
10/18/2021,Austria,2149,10,2021
10/19/2021,Austria,1996,10,2021
10/20/2021,Austria,2727,10,2021
10/21/2021,Austria,3982,10,2021
10/22/2021,Austria,3618,10,2021
10/23/2021,Austria,3486,10,2021
10/24/2021,Austria,3709,10,2021
10/25/2021,Austria,3533,10,2021
10/26/2021,Austria,2797,10,2021
10/27/2021,Austria,3446,10,2021
10/28/2021,Austria,4487,10,2021
10/29/2021,Austria,4310,10,2021
10/30/2021,Austria,5938,10,2021
10/31/2021,Austria,5980,10,2021
11/1/2021,Austria,5634,11,2021
11/2/2021,Austria,4798,11,2021
11/3/2021,Austria,5288,11,2021
11/4/2021,Austria,6581,11,2021
11/5/2021,Austria,8971,11,2021
11/6/2021,Austria,9786,11,2021
11/7/2021,Austria,9708,11,2021
11/8/2021,Austria,8119,11,2021
11/9/2021,Austria,8024,11,2021
11/10/2021,Austria,7759,11,2021
11/11/2021,Austria,11975,11,2021
11/12/2021,Austria,13225,11,2021
11/13/2021,Austria,10591,11,2021
11/14/2021,Austria,12654,11,2021
11/15/2021,Austria,11440,11,2021
11/16/2021,Austria,11199,11,2021
11/17/2021,Austria,10985,11,2021
11/18/2021,Austria,16471,11,2021
11/19/2021,Austria,15024,11,2021
11/20/2021,Austria,14881,11,2021
11/21/2021,Austria,14069,11,2021
11/22/2021,Austria,14099,11,2021
11/23/2021,Austria,11635,11,2021
11/24/2021,Austria,11977,11,2021
11/25/2021,Austria,14515,11,2021
11/26/2021,Austria,14458,11,2021
11/27/2021,Austria,12130,11,2021
11/28/2021,Austria,12048,11,2021
11/29/2021,Austria,9621,11,2021
11/30/2021,Austria,7987,11,2021
12/1/2021,Austria,8110,12,2021
12/2/2021,Austria,10961,12,2021
12/3/2021,Austria,8774,12,2021
12/4/2021,Austria,7249,12,2021
12/5/2021,Austria,6262,12,2021
12/6/2021,Austria,5314,12,2021
12/7/2021,Austria,4270,12,2021
12/8/2021,Austria,4414,12,2021
12/9/2021,Austria,6068,12,2021
12/10/2021,Austria,4314,12,2021
12/11/2021,Austria,3117,12,2021
12/12/2021,Austria,4821,12,2021
12/13/2021,Austria,3261,12,2021
12/14/2021,Austria,3262,12,2021
12/15/2021,Austria,2934,12,2021
12/16/2021,Austria,4128,12,2021
12/17/2021,Austria,2929,12,2021
12/18/2021,Austria,2698,12,2021
12/19/2021,Austria,2346,12,2021
12/20/2021,Austria,1984,12,2021
12/21/2021,Austria,1886,12,2021
12/22/2021,Austria,1951,12,2021
12/23/2021,Austria,2814,12,2021
12/24/2021,Austria,2162,12,2021
12/25/2021,Austria,2266,12,2021
12/26/2021,Austria,2116,12,2021
12/27/2021,Austria,1628,12,2021
12/28/2021,Austria,1736,12,2021
12/29/2021,Austria,2601,12,2021
12/30/2021,Austria,3342,12,2021
12/31/2021,Austria,3181,12,2021
1/1/2022,Austria,3817,1,2022
1/2/2022,Austria,3699,1,2022
1/3/2022,Austria,3001,1,2022
1/4/2022,Austria,3483,1,2022
1/5/2022,Austria,6006,1,2022
1/6/2022,Austria,10082,1,2022
1/7/2022,Austria,8792,1,2022
1/8/2022,Austria,8891,1,2022
1/9/2022,Austria,7050,1,2022
1/10/2022,Austria,10716,1,2022
1/11/2022,Austria,10926,1,2022
1/12/2022,Austria,12683,1,2022
1/13/2022,Austria,16547,1,2022
1/14/2022,Austria,16831,1,2022
1/15/2022,Austria,16934,1,2022
1/16/2022,Austria,17057,1,2022
1/17/2022,Austria,14856,1,2022
1/18/2022,Austria,16110,1,2022
1/19/2022,Austria,18334,1,2022
1/20/2022,Austria,28094,1,2022
1/21/2022,Austria,25130,1,2022
1/22/2022,Austria,29628,1,2022
1/23/2022,Austria,26668,1,2022
1/24/2022,Austria,23352,1,2022
1/25/2022,Austria,25133,1,2022
1/26/2022,Austria,26697,1,2022
1/27/2022,Austria,38141,1,2022
1/28/2022,Austria,35761,1,2022
1/29/2022,Austria,37829,1,2022
1/30/2022,Austria,33591,1,2022
1/31/2022,Austria,28952,1,2022
2/1/2022,Austria,26105,2,2022
2/2/2022,Austria,27730,2,2022
2/3/2022,Austria,43978,2,2022
2/4/2022,Austria,33642,2,2022
2/5/2022,Austria,36848,2,2022
2/6/2022,Austria,33200,2,2022
2/7/2022,Austria,29980,2,2022
2/8/2022,Austria,25927,2,2022
2/9/2022,Austria,29056,2,2022
2/10/2022,Austria,40419,2,2022
2/11/2022,Austria,35351,2,2022
2/12/2022,Austria,33380,2,2022
2/13/2022,Austria,29883,2,2022
2/14/2022,Austria,25038,2,2022
